1559	2009-03-21T08:49:52.716586Z	2010-06-08T14:19:06.347605Z
1561	2009-03-21T15:43:52.385452Z	2011-07-15T21:03:15.846637Z
1564	2009-03-22T20:45:21.181946Z	2012-05-06T15:08:52.253827Z
1565	2009-03-24T19:31:36.155853Z	2011-04-29T19:22:26.343340Z
1566	2009-03-24T19:38:50.169653Z	2010-06-08T14:19:06.487152Z
1569	2009-03-25T00:11:41.134646Z	2010-06-08T14:19:06.537464Z
1571	2009-03-26T00:26:24.893937Z	2010-06-19T14:33:39.410713Z
1573	2009-03-26T18:05:24.174160Z	2010-06-08T14:19:06.734885Z
1575	2009-03-27T11:50:23.171150Z	2012-04-15T09:27:11.535193Z
1576	2009-03-27T11:56:37.472115Z	2012-05-27T20:33:17.497036Z
1577	2009-03-27T15:35:52.227188Z	2010-06-08T14:19:06.838106Z
1578	2009-03-27T17:25:45.815001Z	2010-06-08T14:19:06.862729Z
1581	2009-03-28T05:03:50.875130Z	2010-06-08T14:19:06.912606Z
1583	2009-03-29T02:58:04.664281Z	2010-07-26T21:00:49.506118Z
1584	2009-03-29T03:04:37.406017Z	2010-07-26T21:00:49.487953Z
1588	2009-03-29T12:45:10.394066Z	2010-06-08T14:19:07.040939Z
1592	2009-03-30T10:35:07.171548Z	2011-07-18T13:06:20.504676Z
1593	2009-03-30T14:17:47.788883Z	2010-07-26T21:00:50.985315Z
1594	2009-03-30T19:48:54.389684Z	2010-06-08T14:19:07.270853Z
1595	2009-03-30T22:58:20.370215Z	2010-06-08T14:19:07.297039Z
1602	2009-03-31T14:30:43.625958Z	2010-06-08T14:19:07.402593Z
1603	2009-03-31T20:49:06.737603Z	2012-05-27T20:33:04.366371Z
1604	2009-04-01T01:48:42.671465Z	2010-06-08T14:19:07.453530Z
1607	2009-04-01T04:32:50.554132Z	2012-01-10T12:04:12.083467Z
1608	2009-04-02T04:29:46.782539Z	2010-06-08T14:19:07.650293Z
1609	2009-04-02T07:33:27.244504Z	2010-06-08T14:19:07.675096Z
1610	2009-04-02T08:06:21.779568Z	2010-06-08T14:19:07.700525Z
1611	2009-04-02T09:26:25.396238Z	2010-06-08T14:19:07.726424Z
1613	2009-04-02T09:57:41.705418Z	2010-06-08T14:19:07.778048Z
1616	2009-04-02T11:37:45.269548Z	2010-06-08T14:19:07.841732Z
1617	2009-04-02T11:39:09.996682Z	2011-10-06T08:27:18.290689Z
1618	2009-04-02T11:39:26.846727Z	2010-06-08T14:19:07.893637Z
1619	2009-04-02T11:39:46.775876Z	2010-06-08T14:19:07.918281Z
1620	2009-04-02T11:44:09.433680Z	2010-06-08T14:19:07.941201Z
1621	2009-04-02T11:45:22.045117Z	2010-06-08T14:19:08.085272Z
1623	2009-04-02T11:46:15.797703Z	2010-06-08T14:19:08.121512Z
1624	2009-04-02T11:58:20.070070Z	2010-06-08T14:19:08.145424Z
1625	2009-04-02T12:22:32.145437Z	2010-06-08T14:19:08.168931Z
1626	2009-04-02T18:34:17.259805Z	2012-02-02T01:35:58.199816Z
1628	2009-04-03T10:23:32.562371Z	2011-04-14T02:09:14.229182Z
1629	2009-04-03T16:53:50.069468Z	2011-05-24T10:27:03.978785Z
1631	2009-04-03T19:52:02.332137Z	2012-02-02T01:37:17.073468Z
1636	2009-04-04T04:10:34.155614Z	2010-06-08T14:19:08.412597Z
1638	2009-04-04T16:41:12.675215Z	2010-06-08T14:19:08.573307Z
1640	2009-04-04T17:58:53.849158Z	2010-06-08T14:19:08.610363Z
1642	2009-04-04T19:15:38.694034Z	2010-06-08T14:19:08.645921Z
1648	2009-04-06T13:28:19.065698Z	2010-06-08T14:19:08.729781Z
1650	2009-04-07T03:01:51.751996Z	2010-06-08T14:19:08.767107Z
1652	2009-04-07T18:01:55.932363Z	2010-06-08T14:19:08.802623Z
1653	2009-04-07T18:57:54.354971Z	2010-06-08T14:19:08.826186Z
1659	2009-04-08T23:00:24.833458Z	2010-06-08T14:19:09.104725Z
1674	2009-04-09T13:28:39.980546Z	2011-04-20T15:00:08.406491Z
1675	2009-04-09T13:28:40.494307Z	2011-04-20T15:00:09.633510Z
1676	2009-04-09T13:28:40.805251Z	2011-04-20T15:00:09.609796Z
1677	2009-04-09T13:28:41.106612Z	2011-02-08T15:00:04.007818Z
1678	2009-04-09T13:28:41.384214Z	2011-04-20T15:00:09.767875Z
1679	2009-04-09T13:28:41.673879Z	2011-04-20T15:00:10.383703Z
1680	2009-04-09T13:28:42.068069Z	2011-04-20T15:00:12.416802Z
1681	2009-04-09T13:28:42.342064Z	2011-04-20T15:00:18.296797Z
1682	2009-04-09T13:28:42.629593Z	2011-04-20T15:00:24.325722Z
1683	2009-04-09T13:28:42.952509Z	2011-04-20T15:00:30.441275Z
1684	2009-04-09T13:28:44.301936Z	2011-04-20T15:00:36.477371Z
1685	2009-04-09T13:28:44.644984Z	2011-04-20T15:00:42.396438Z
1686	2009-04-09T13:28:44.909968Z	2011-04-20T15:00:48.330283Z
1687	2009-04-09T13:28:45.186509Z	2011-04-20T15:00:54.311404Z
1688	2009-04-09T13:28:45.456517Z	2011-04-20T15:01:00.322479Z
1689	2009-04-09T13:28:45.716065Z	2010-11-15T15:01:08.440554Z
1690	2009-04-09T13:28:46.142381Z	2011-04-20T15:01:12.317830Z
1691	2009-04-09T13:28:46.645403Z	2011-04-20T15:01:18.295588Z
1692	2009-04-09T13:28:46.937890Z	2011-04-20T15:01:24.295381Z
1693	2009-04-09T13:28:47.237015Z	2011-04-20T15:01:30.319788Z
1694	2009-04-09T13:28:47.491780Z	2011-04-20T15:01:36.400793Z
1695	2009-04-09T13:28:47.941983Z	2011-04-20T15:01:42.326259Z
1696	2009-04-09T13:28:48.325597Z	2011-04-20T15:01:48.651499Z
1697	2009-04-09T13:28:48.680440Z	2011-04-20T15:01:54.312328Z
1698	2009-04-09T13:28:48.977798Z	2011-04-20T15:02:00.324521Z
1699	2009-04-09T13:28:49.290676Z	2011-04-20T15:02:12.521692Z
1700	2009-04-09T13:28:49.572335Z	2011-04-20T15:02:18.477585Z
1701	2009-04-09T13:28:49.827001Z	2011-04-20T15:02:24.369292Z
1702	2009-04-09T13:28:50.090390Z	2011-04-20T15:02:30.321309Z
1703	2009-04-09T13:28:50.507771Z	2011-04-20T15:02:36.292649Z
1704	2009-04-09T13:28:50.804452Z	2011-04-20T15:02:42.311795Z
1705	2009-04-09T13:28:51.074661Z	2011-04-20T15:02:48.311656Z
1706	2009-04-09T13:28:51.331898Z	2011-04-20T15:03:00.289815Z
1707	2009-04-09T13:28:51.597900Z	2011-04-20T15:03:06.368837Z
1708	2009-04-09T13:28:52.038764Z	2011-04-20T15:03:12.322632Z
1709	2009-04-09T13:28:52.312238Z	2011-04-20T15:03:18.489920Z
1710	2009-04-09T13:28:52.579323Z	2011-04-20T15:03:24.317658Z
1711	2009-04-09T13:28:52.869646Z	2011-04-20T15:03:30.327517Z
1712	2009-04-09T13:50:52.327328Z	2010-06-08T14:19:10.698008Z
1713	2009-04-09T13:55:08.972402Z	2010-06-08T14:19:10.723219Z
1714	2009-04-09T14:01:48.231682Z	2010-06-08T14:19:10.747800Z
1715	2009-04-09T14:20:36.045816Z	2012-01-10T12:00:29.503011Z
1718	2009-04-10T00:36:46.553079Z	2010-06-08T14:19:10.945714Z
1722	2009-04-10T14:45:05.882543Z	2010-06-08T14:19:11.009239Z
1724	2009-04-10T15:19:08.163959Z	2010-06-08T14:19:11.059889Z
1727	2009-04-11T12:14:46.189044Z	2010-06-08T14:19:11.133168Z
1729	2009-04-12T22:49:37.309609Z	2010-06-08T14:19:11.180708Z
1730	2009-04-13T00:04:37.065323Z	2010-06-08T14:19:11.206114Z
1731	2009-04-13T09:34:30.783416Z	2010-06-08T14:19:11.233884Z
1732	2009-04-13T10:04:31.032959Z	2010-10-28T20:16:45.513752Z
1733	2009-04-13T13:14:44.787217Z	2012-02-02T01:36:05.797865Z
1734	2009-04-13T14:54:01.358222Z	2012-01-10T11:59:11.752911Z
1735	2009-04-14T00:35:58.299684Z	2010-07-26T21:00:52.832791Z
1736	2009-04-14T06:27:34.220880Z	2010-06-08T14:19:11.494858Z
1737	2009-04-14T06:29:36.857044Z	2010-06-08T14:19:11.521954Z
1739	2009-04-14T19:01:10.807109Z	2010-06-08T14:19:11.572166Z
1740	2009-04-14T21:07:59.939132Z	2011-04-20T15:02:54.292277Z
1744	2009-04-15T21:56:29.060785Z	2010-06-08T14:19:11.657104Z
1745	2009-04-16T00:08:56.162155Z	2012-01-10T11:56:24.922293Z
1746	2009-04-16T00:41:47.113225Z	2010-06-08T14:19:11.706606Z
1748	2009-04-16T09:04:57.995766Z	2010-06-08T14:19:11.869143Z
1749	2009-04-16T09:41:02.082669Z	2010-06-08T14:19:11.896424Z
1750	2009-04-16T09:46:54.148465Z	2010-06-08T14:19:11.922893Z
1751	2009-04-16T09:49:39.682910Z	2010-06-08T14:19:11.949150Z
1753	2009-04-16T10:02:19.927043Z	2010-06-08T14:19:11.988675Z
1754	2009-04-16T10:03:39.971246Z	2010-06-08T14:19:12.015035Z
1755	2009-04-16T11:37:19.931684Z	2010-06-08T14:19:12.041347Z
1756	2009-04-16T23:35:18.388909Z	2010-06-08T14:19:12.067555Z
